ParkingZone,Restriction_Days,Time_Restrictions_Start,Time_Restrictions_Finish,Restriction_Display
7441,Mon-Fri,07:00:00,19:00:00,MP2P
7445,Mon-Fri,16:00:00,19:00:00,MP2P
7449,Mon-Fri,19:00:00,20:30:00,MP2P
7452,Mon-Fri,16:00:00,19:00:00,MP2P
7461,Mon-Fri,19:00:00,22:00:00,MP2P
7466,Mon-Fri,07:00:00,19:00:00,MP4P
7466,Mon-Fri,19:00:00,22:00:00,MP4P
7474,Mon-Fri,19:00:00,22:00:00,MP2P
7476,Mon-Fri,10:00:00,16:00:00,LZ30
7476,Mon-Fri,19:00:00,22:00:00,MP2P
7479,Mon-Fri,10:00:00,16:00:00,MP2P
7481,Mon-Fri,10:00:00,16:00:00,MP2P
7488,Mon-Fri,19:00:00,22:00:00,MP2P
7492,Mon-Fri,07:00:00,19:00:00,MP2P
7493,Mon-Fri,16:00:00,19:00:00,MP2P
7497,Mon-Fri,07:00:00,16:00:00,LZ30
7508,Mon-Fri,19:00:00,22:00:00,MP2P
7512,Mon-Fri,19:00:00,22:00:00,MP2P
7515,Mon-Fri,19:00:00,22:00:00,MP2P
7515,Sat-Sun,07:00:00,22:00:00,MP2P
7520,Mon-Fri,07:30:00,18:30:00,1P
7521,Sat-Sun,07:00:00,22:00:00,MP2P
7522,Mon-Fri,16:00:00,19:00:00,MP2P
7528,Mon-Fri,19:00:00,22:00:00,MP2P
7528,Sat-Sun,07:00:00,22:00:00,MP2P
7529,Mon-Fri,07:00:00,16:00:00,LZ30
7533,Mon-Fri,19:00:00,22:00:00,MP2P
7538,Mon-Fri,19:00:00,22:00:00,MP2P
7541,Mon-Fri,16:00:00,19:00:00,MP2P
7548,Mon-Fri,09:00:00,16:00:00,MP2P
7550,Mon-Fri,19:00:00,22:00:00,MP2P
7553,Sat-Sun,07:00:00,22:00:00,MP2P
7558,Mon-Fri,16:00:00,19:00:00,MP2P
7561,Sat-Sun,07:00:00,22:00:00,MP2P
7567,Mon-Fri,10:00:00,16:00:00,LZ30
7568,Mon-Fri,10:00:00,19:00:00,MP2P
7570,Mon-Fri,07:00:00,19:00:00,MP2P
7570,Mon-Fri,19:00:00,22:00:00,MP2P
7572,Mon-Fri,16:00:00,19:00:00,MP2P
7575,Mon-Fri,07:00:00,16:00:00,LZ30
7589,Mon-Fri,07:30:00,18:30:00,2P
7592,Sat-Sun,07:00:00,22:00:00,MP2P
7593,Mon-Fri,19:00:00,22:00:00,MP2P
7594,Mon-Fri,07:00:00,19:00:00,MP2P
7601,Mon-Fri,07:00:00,19:00:00,MP2P
7601,Mon-Fri,19:00:00,22:00:00,MP2P
7602,Sat-Sun,07:00:00,22:00:00,MP2P
7608,Mon-Fri,07:00:00,16:00:00,LZ30
7611,Mon-Fri,16:00:00,19:00:00,MP2P
7614,Mon-Fri,19:00:00,22:00:00,MP2P
7616,Fri,09:00:00,18:00:00,MP1P
7631,Sat-Sun,07:00:00,22:00:00,MP2P
7633,Mon-Fri,07:00:00,16:00:00,LZ30
7634,Sat-Sun,07:00:00,22:00:00,MP2P
7635,Mon-Fri,19:00:00,22:00:00,MP2P
7637,Mon-Fri,16:00:00,19:00:00,MP2P
7638,Mon-Fri,19:00:00,22:00:00,MP2P
7639,Sat-Sun,07:00:00,22:00:00,MP2P
7644,Mon-Fri,19:00:00,22:00:00,MP2P
7652,Sat-Sun,07:00:00,22:00:00,MP4P
7668,Mon-Fri,07:30:00,18:30:00,1P
7660,Sat-Sun,07:00:00,22:00:00,MP2P
7670,Mon-Fri,07:30:00,18:30:00,2P
7672,Mon-Fri,16:00:00,19:00:00,MP2P
7672,Mon-Fri,19:00:00,22:00:00,MP2P
7673,Mon-Fri,16:00:00,19:00:00,MP2P
7677,Mon-Fri,19:00:00,22:00:00,MP2P
7686,Mon-Fri,18:00:00,19:00:00,MP2P
7686,Mon-Fri,19:00:00,22:00:00,MP2P
7690,Mon-Fri,19:00:00,22:00:00,MP2P
7695,Mon-Fri,16:00:00,19:00:00,MP2P
7703,Mon-Fri,19:00:00,22:00:00,MP2P
7703,Sat-Sun,07:00:00,22:00:00,MP2P
7706,Mon-Fri,07:00:00,16:00:00,LZ30
7706,Sat-Sun,07:00:00,22:00:00,MP2P
7714,Sat,07:30:00,12:30:00,4P
7721,Mon-Sat,07:30:00,23:00:00,1P
7718,Sat,07:30:00,18:30:00,2P
7723,Sat,07:30:00,12:30:00,PP
7729,Mon-Sat,07:30:00,18:30:00,PP
7740,Mon-Fri,07:30:00,18:30:00,2P
7746,Mon-Fri,07:30:00,18:30:00,4P
7747,Sat,07:30:00,18:30:00,4P
7755,Mon-Fri,07:00:00,16:00:00,LZ30
7757,Sat,07:30:00,12:30:00,2P
7769,Mon-Fri,19:00:00,22:00:00,MP2P
7770,Mon-Fri,10:00:00,16:00:00,LZ30
7770,Sat-Sun,07:00:00,22:00:00,MP2P
7780,Sat-Sun,07:00:00,22:00:00,MP2P
7804,Mon-Fri,07:30:00,18:30:00,PP
7800,Mon-Fri,07:30:00,18:30:00,1P
7800,Sat,07:30:00,12:30:00,1P
7792,Sat-Sun,07:00:00,22:00:00,MP2P
7814,Mon-Fri,19:00:00,22:00:00,MP3P
7828,Sat-Sun,07:00:00,22:00:00,MP3P
7827,Sat-Sun,07:00:00,22:00:00,MP4P
7834,Sat-Sun,07:00:00,22:00:00,MP3P
7836,Sat-Sun,07:00:00,22:00:00,MP3P
7837,Sat-Sun,07:00:00,22:00:00,MP3P
7843,Mon-Fri,19:00:00,22:00:00,MP3P
7845,Mon-Fri,07:00:00,19:00:00,MP3P
7848,Mon-Fri,07:00:00,19:00:00,MP3P
7850,Mon-Fri,07:00:00,19:00:00,MP2P
7855,Sat-Sun,07:00:00,22:00:00,MP2P
7856,Mon-Fri,19:00:00,22:00:00,MP2P
7860,Mon-Fri,07:00:00,19:00:00,MP3P
7860,Sat-Sun,07:00:00,22:00:00,MP3P
7863,Mon-Fri,19:00:00,22:00:00,MP3P
7865,Mon-Fri,07:00:00,16:00:00,LZ30
7866,Sat-Sun,07:00:00,22:00:00,MP2P
7868,Mon-Fri,16:00:00,19:00:00,MP2P
7869,Mon-Fri,07:00:00,19:00:00,MP3P
7872,Mon-Fri,07:00:00,19:00:00,MP2P
7885,Mon-Fri,07:00:00,19:00:00,MP3P
7887,Mon-Fri,19:00:00,22:00:00,MP3P
7892,Mon-Fri,16:00:00,19:00:00,MP3P
7892,Mon-Fri,19:00:00,22:00:00,MP3P
7900,Mon-Fri,19:00:00,22:00:00,MP3P
7903,Mon-Fri,07:00:00,19:00:00,MP3P
7901,Mon-Fri,19:00:00,22:00:00,MP2P
7915,Sat-Sun,07:00:00,22:00:00,MP2P
7923,Sat,07:30:00,12:30:00,2P
7939,Mon-Fri,19:00:00,22:00:00,MP2P
7944,Mon-Fri,19:00:00,22:00:00,MP2P
7944,Sat-Sun,07:00:00,22:00:00,MP2P
7972,Mon-Fri,07:00:00,19:00:00,MP2P
7977,Sat,07:30:00,12:30:00,4P
7972,Sat-Sun,07:00:00,22:00:00,MP2P
7978,Mon-Fri,07:00:00,19:00:00,MP3P
7983,Mon-Fri,19:00:00,22:00:00,MP3P
7984,Sat-Sun,07:00:00,22:00:00,MP3P
7987,Mon-Sat,07:30:00,18:30:00,4P
7994,Mon-Fri,19:00:00,22:00:00,MP3P
7995,Mon-Fri,07:30:00,18:30:00,2P
7997,Mon-Fri,16:00:00,19:00:00,MP3P
7998,Sat-Sun,07:00:00,22:00:00,MP3P
7014,Mon-Fri,07:30:00,18:30:00,1P
7018,Mon-Fri,07:30:00,18:30:00,2P
7020,Mon-Fri,07:30:00,18:30:00,1P
7048,Mon-Fri,07:30:00,18:30:00,2P
7085,Mon-Fri,07:30:00,18:30:00,2P
7113,Mon-Fri,07:30:00,16:00:00,2P
7114,Sat,07:30:00,12:30:00,4P
7129,Mon-Fri,18:30:00,19:00:00,MP2P
7143,Mon-Fri,07:30:00,18:30:00,PP
7158,Mon-Sat,07:30:00,18:30:00,3P
7189,Mon-Fri,19:00:00,22:00:00,MP2P
7233,Mon-Sat,07:30:00,18:30:00,3P
7243,Mon-Fri,07:30:00,18:30:00,1P
7247,Mon-Sat,07:30:00,18:30:00,2P
7250,Sat,07:30:00,12:30:00,2P
7256,Sat,07:30:00,12:30:00,4P
7258,Sat,07:30:00,12:30:00,2P
7252,Mon-Fri,07:30:00,18:30:00,2P
7266,Mon-Fri,07:30:00,18:30:00,2P
7266,Sat,07:30:00,12:30:00,2P
7273,Mon-Fri,19:00:00,22:00:00,MP2P
7299,Sat,07:30:00,12:30:00,MP4P
7290,Sat,07:30:00,12:30:00,2P
7308,Mon-Fri,16:00:00,19:00:00,MP2P
7311,Mon-Fri,19:00:00,22:00:00,MP2P
7325,Mon-Fri,07:00:00,19:00:00,MP4P
7333,Mon-Fri,16:00:00,19:00:00,MP2P
7343,Mon-Fri,07:00:00,19:00:00,MP2P
7349,Mon-Fri,07:00:00,16:00:00,LZ30
7358,Mon-Fri,19:00:00,22:00:00,MP2P
7363,Mon-Fri,16:00:00,19:00:00,MP2P
7369,Sat-Sun,07:00:00,22:00:00,MP4P
7367,Sat,07:30:00,18:30:00,2P
7375,Mon-Fri,07:30:00,18:30:00,4P
7379,Mon-Fri,07:00:00,19:00:00,MP2P
7379,Mon-Fri,19:00:00,22:00:00,MP2P
7389,Mon-Fri,07:00:00,16:00:00,LZ30
7389,Sat-Sun,07:00:00,22:00:00,MP2P
7396,Mon-Fri,07:00:00,16:00:00,LZ30
7399,Sat-Sun,07:00:00,22:00:00,MP2P
7401,Mon-Fri,19:00:00,22:00:00,MP2P
7411,Sat-Sun,07:00:00,22:00:00,MP2P
7413,Sat,07:30:00,20:30:00,MP2P
7413,Sat-Sun,07:00:00,22:00:00,MP2P
7416,Mon-Fri,19:00:00,22:00:00,MP2P
7428,Mon-Fri,19:00:00,22:00:00,MP2P
7441,Mon-Fri,19:00:00,22:00:00,MP2P
7445,Mon-Fri,07:00:00,16:00:00,LZ30
7448,Mon-Sat,07:30:00,18:30:00,MP1P
7448,Sun,07:30:00,18:30:00,FP2P
7449,Sun,07:30:00,18:30:00,FP2P
7476,Sat-Sun,07:00:00,22:00:00,MP2P
7502,Sat-Sun,07:00:00,22:00:00,MP2P
7503,Mon-Fri,07:00:00,16:00:00,LZ30
7507,Sat-Sun,07:00:00,22:00:00,MP2P
7508,Mon-Fri,16:00:00,19:00:00,MP2P
7630,Mon-Fri,19:00:00,22:00:00,MP2P
7634,Mon-Fri,07:00:00,19:00:00,MP2P
7640,Mon-Fri,19:00:00,22:00:00,MP2P
7642,Mon-Fri,07:00:00,19:00:00,MP2P
7651,Mon-Fri,19:00:00,22:00:00,MP4P
7659,Mon-Fri,07:00:00,19:00:00,MP2P
7663,Sat-Sun,07:00:00,22:00:00,MP4P
7673,Mon-Fri,19:00:00,22:00:00,MP2P
7674,Mon-Fri,16:00:00,19:00:00,MP2P
7692,Mon-Fri,07:00:00,19:00:00,MP2P
7693,Mon-Fri,19:00:00,22:00:00,MP2P
7692,Mon-Fri,19:00:00,22:00:00,MP2P
7697,Mon-Fri,07:00:00,16:00:00,LZ30
7699,Mon-Fri,07:00:00,16:00:00,LZ30
7705,Sat-Sun,07:00:00,22:00:00,MP2P
7706,Mon-Fri,16:00:00,19:00:00,MP2P
7708,Mon-Fri,07:30:00,18:30:00,2P
7717,Sat,07:30:00,12:30:00,4P
7720,Mon-Fri,07:30:00,18:30:00,2P
7726,Sat,07:30:00,12:30:00,2P
7736,Mon-Fri,07:30:00,18:30:00,3P
7739,Sat,07:30:00,12:30:00,1P
7740,Sat,07:30:00,12:30:00,2P
7744,Sat,07:30:00,18:30:00,4P
7756,Sat,07:30:00,12:30:00,4P
7757,Mon-Fri,07:30:00,18:30:00,2P
7763,Mon-Fri,07:00:00,16:00:00,LZ30
7764,Mon-Fri,19:00:00,22:00:00,MP2P
7764,Sat-Sun,07:00:00,22:00:00,MP2P
7765,Mon-Fri,19:00:00,22:00:00,MP2P
7772,Mon-Fri,07:00:00,16:00:00,LZ30
7791,Mon-Fri,19:00:00,22:00:00,MP2P
7797,Sat,07:30:00,12:30:00,4P
7808,Mon-Fri,07:30:00,18:30:00,PP
7817,Mon-Fri,07:00:00,16:00:00,LZ30
7819,Mon-Fri,07:00:00,16:00:00,LZ30
7821,Mon-Fri,18:00:00,19:00:00,MP2P
7824,Mon-Fri,19:00:00,22:00:00,MP2P
7827,Mon-Fri,07:00:00,16:00:00,LZ30
7874,Mon-Fri,07:00:00,16:00:00,LZ30
7885,Sat-Sun,07:00:00,22:00:00,MP3P
7896,Mon-Fri,19:00:00,22:00:00,MP3P
7897,Mon-Fri,19:00:00,22:00:00,MP2P
7914,Mon-Fri,07:30:00,18:30:00,4P
7915,Mon-Fri,07:00:00,16:00:00,LZ30
7923,Mon-Fri,07:30:00,18:30:00,2P
7927,Mon-Fri,07:00:00,19:00:00,MP2P
7927,Mon-Fri,19:00:00,22:00:00,MP2P
7934,Mon-Fri,09:00:00,17:00:00,MP2P
7939,Sat-Sun,07:00:00,22:00:00,MP2P
7945,Mon-Fri,07:30:00,18:30:00,PP
7959,Sat-Sun,07:00:00,22:00:00,MP3P
7973,Mon-Fri,07:30:00,18:30:00,PP
7980,Mon-Fri,16:00:00,19:00:00,MP3P
7996,Mon-Sat,07:30:00,18:30:00,4P
7003,Mon-Fri,07:30:00,18:30:00,2P
7009,Sat,07:30:00,12:30:00,1P
7056,Sat,07:30:00,12:30:00,1P
7066,Mon-Fri,07:30:00,18:30:00,2P
7062,Sat,07:30:00,12:30:00,2P
7100,Mon-Fri,07:30:00,18:30:00,2P
7104,Sat,07:30:00,12:30:00,1P
7111,Sat,07:30:00,12:30:00,2P
7124,Mon-Fri,19:00:00,22:00:00,MP2P
7125,Mon-Fri,09:30:00,16:00:00,LZ30
7127,Mon-Fri,19:00:00,22:00:00,MP2P
7128,Mon-Fri,09:30:00,16:00:00,MP2P
7129,Mon-Fri,19:00:00,22:00:00,MP2P
7144,Mon-Fri,19:00:00,22:00:00,MP2P
7144,Sat-Sun,07:00:00,22:00:00,MP2P
7202,Mon-Sat,07:30:00,18:30:00,2P
7206,Sat,07:30:00,20:30:00,MP2P
7208,Mon-Sat,07:30:00,18:30:00,2P
7210,Mon-Fri,16:30:00,18:30:00,2P
7210,Sat,07:30:00,18:30:00,2P
7271,Mon-Fri,07:30:00,18:30:00,2P
7282,Mon-Sat,07:30:00,18:30:00,2P
7336,Mon-Fri,07:00:00,19:00:00,MP2P
7336,Mon-Fri,19:00:00,22:00:00,MP2P
7345,Mon-Fri,16:00:00,19:00:00,MP2P
7347,Mon-Fri,07:00:00,16:00:00,LZ30
7349,Mon-Fri,19:00:00,22:00:00,MP2P
7356,Mon-Fri,07:00:00,16:00:00,LZ30
7356,Mon-Fri,16:00:00,19:00:00,MP2P
7368,Mon-Fri,16:00:00,19:00:00,MP2P
7380,Mon-Fri,19:00:00,22:00:00,MP2P
7390,Sat-Sun,07:00:00,22:00:00,MP2P
7400,Mon-Fri,16:00:00,19:00:00,MP2P
7433,Mon-Fri,10:00:00,19:00:00,MP2P
7434,Sat-Sun,07:00:00,22:00:00,MP2P
7448,Mon-Fri,19:00:00,20:30:00,MP2P
7449,Sat,07:30:00,18:30:00,MP1P
7450,Mon-Fri,07:00:00,16:00:00,LZ30
7454,Mon-Fri,19:00:00,22:00:00,MP2P
7454,Sat-Sun,07:00:00,22:00:00,MP2P
7479,Mon-Fri,19:00:00,22:00:00,MP2P
7481,Sat-Sun,07:00:00,22:00:00,MP2P
7486,Sat-Sun,07:00:00,22:00:00,MP2P
7488,Mon-Fri,10:00:00,16:00:00,LZ30
7491,Mon-Fri,16:00:00,19:00:00,MP2P
7493,Sat-Sun,07:00:00,22:00:00,MP2P
7499,Mon-Fri,10:00:00,16:00:00,LZ30
7501,Mon-Fri,07:00:00,19:00:00,MP2P
7502,Mon-Fri,16:00:00,19:00:00,MP2P
7510,Mon-Fri,19:00:00,22:00:00,MP2P
7515,Mon-Fri,07:00:00,16:00:00,LZ30
7522,Mon-Fri,07:00:00,16:00:00,LZ30
7523,Mon-Fri,07:30:00,16:00:00,LZ30
7532,Mon-Fri,19:00:00,22:00:00,MP2P
7538,Sat-Sun,07:00:00,22:00:00,MP2P
7539,Mon-Fri,19:00:00,22:00:00,MP2P
7541,Sun,07:30:00,18:30:00,FP2P
7542,Mon-Fri,07:00:00,19:00:00,MP2P
7552,Mon-Fri,16:00:00,19:00:00,MP2P
7556,Sat-Sun,07:00:00,22:00:00,MP2P
7558,Mon-Fri,19:00:00,22:00:00,MP2P
7559,Mon-Fri,07:00:00,16:00:00,LZ30
7562,Mon-Fri,19:00:00,22:00:00,MP2P
7593,Mon-Fri,07:00:00,16:00:00,LZ30
7596,Mon-Fri,07:00:00,19:00:00,MP2P
7610,Mon-Fri,19:00:00,22:00:00,MP2P
7611,Mon-Fri,19:00:00,22:00:00,MP2P
7614,Mon-Fri,07:00:00,19:00:00,MP2P
7622,Mon-Fri,10:00:00,16:00:00,LZ30
7648,Mon-Fri,07:00:00,19:00:00,MP2P
7664,Sat,07:30:00,12:30:00,PP
7666,Sat,07:30:00,12:30:00,2P
7688,Mon-Sat,07:30:00,18:30:00,4P
7689,Mon-Fri,19:00:00,22:00:00,MP2P
7695,Mon-Fri,19:00:00,22:00:00,MP2P
7704,Mon-Fri,07:00:00,19:00:00,MP2P
7706,Mon-Fri,19:00:00,22:00:00,MP2P
7719,Sat,07:30:00,18:30:00,2P
7734,Mon-Fri,07:30:00,18:30:00,PP
7733,Sat,07:30:00,12:30:00,2P
7755,Mon-Fri,19:00:00,22:00:00,MP3P
7768,Sat-Sun,07:00:00,22:00:00,MP2P
7772,Sat-Sun,07:00:00,22:00:00,MP2P
7790,Mon-Fri,07:30:00,18:30:00,PP
7791,Sat-Sun,07:00:00,22:00:00,MP2P
7811,Mon-Fri,10:00:00,16:00:00,LZ30
7817,Mon-Fri,16:00:00,19:00:00,MP2P
7818,Sat-Sun,07:00:00,22:00:00,MP2P
7825,Mon-Fri,19:00:00,22:00:00,MP2P
7830,Mon-Fri,07:00:00,10:00:00,FP15
7834,Mon-Fri,07:00:00,19:00:00,MP3P
7837,Mon-Fri,07:00:00,19:00:00,MP3P
7832,Mon-Fri,16:00:00,19:00:00,MP3P
7863,Mon-Fri,07:00:00,19:00:00,MP3P
7866,Mon-Fri,07:00:00,16:00:00,LZ30
7870,Mon-Fri,19:00:00,22:00:00,MP3P
7873,Mon-Fri,19:00:00,22:00:00,MP2P
7873,Sat-Sun,07:00:00,22:00:00,MP2P
7874,Sat-Sun,07:00:00,22:00:00,MP2P
7877,Mon-Sat,07:00:00,19:00:00,3P
7897,Mon-Fri,18:00:00,19:00:00,MP2P
7907,Mon-Fri,19:00:00,22:00:00,MP3P
7917,Mon-Fri,19:00:00,22:00:00,MP3P
7947,Mon-Fri,07:00:00,19:00:00,MP2P
7950,Mon-Fri,07:30:00,18:30:00,PP
7953,Mon-Fri,19:00:00,22:00:00,MP3P
7955,Mon-Fri,07:00:00,16:00:00,LZ30
7956,Mon-Fri,07:30:00,18:30:00,PP
7960,Mon-Fri,16:00:00,19:00:00,MP3P
7970,Mon-Fri,07:00:00,16:00:00,LZ30
7970,Mon-Fri,19:00:00,22:00:00,MP2P
7985,Mon-Fri,07:30:00,18:30:00,2P
7988,Mon-Fri,07:30:00,18:30:00,1P
7990,Mon-Fri,19:00:00,22:00:00,MP2P
7993,Mon-Fri,07:30:00,18:30:00,2P
7002,Mon-Fri,07:30:00,18:30:00,4P
7010,Mon-Fri,07:30:00,18:30:00,2P
7020,Sat,07:30:00,12:30:00,1P
7033,Sat,07:30:00,12:30:00,2P
7035,Mon-Fri,07:30:00,18:30:00,2P
7030,Sat,07:30:00,12:30:00,1P
7050,Mon-Fri,07:30:00,18:30:00,1P
7061,Mon-Fri,07:30:00,18:30:00,2P
7067,Sat,07:30:00,12:30:00,2P
7074,Mon-Fri,07:30:00,18:30:00,4P
7081,Mon-Fri,07:30:00,18:30:00,2P
7086,Mon-Fri,07:30:00,18:30:00,1P
7087,Mon-Fri,07:30:00,18:30:00,2P
7088,Sat,07:30:00,12:30:00,4P
7107,Sat,07:30:00,12:30:00,1P
7118,Sat,00:00:00,07:30:00,2P
7131,Mon-Fri,09:30:00,16:30:00,MP2P
7131,Sat-Sun,07:00:00,22:00:00,MP2P
7130,Sat-Sun,07:00:00,22:00:00,MP2P
7133,Mon-Fri,19:00:00,22:00:00,MP2P
7135,Sat-Sun,07:00:00,22:00:00,MP2P
7139,Mon-Fri,09:30:00,16:30:00,MP2P
7144,Mon-Fri,09:30:00,16:30:00,MP2P
7154,Mon-Fri,07:30:00,18:30:00,PP
7157,Mon-Sat,07:30:00,18:30:00,2P
7160,Mon-Sat,07:30:00,18:30:00,2P
7162,Mon-Fri,19:00:00,22:00:00,MP2P
7185,Mon-Sat,07:30:00,18:30:00,2P
7191,Mon-Sat,07:30:00,18:30:00,2P
7193,Mon-Sat,07:30:00,18:30:00,2P
7200,Mon-Sat,07:30:00,18:30:00,2P
7209,Mon-Sat,07:30:00,18:30:00,3P
7216,Mon-Fri,09:30:00,16:00:00,LZ30
7219,Mon-Fri,07:00:00,16:00:00,LZ30
7219,Mon-Fri,16:00:00,19:00:00,MP2P
7223,Mon-Fri,16:00:00,19:00:00,MP2P
7236,Sat,07:30:00,12:30:00,1P
7239,Mon-Fri,09:30:00,18:30:00,2P
7237,Mon-Fri,07:30:00,16:00:00,2P
7255,Mon-Fri,07:30:00,18:30:00,2P
7261,Mon-Sat,07:30:00,18:30:00,2P
7267,Mon-Sat,07:30:00,18:30:00,2P
7275,Mon-Fri,09:00:00,16:00:00,MP2P
7306,Sat-Sun,07:00:00,22:00:00,MP2P
7318,Sat-Sun,07:00:00,22:00:00,MP4P
7310,Mon-Fri,19:00:00,22:00:00,MP2P
