ParkingZone,Restriction_Days,Time_Restrictions_Start,Time_Restrictions_Finish,Restriction_Display
7311,Mon-Fri,16:00:00,19:00:00,MP2P
7329,Mon-Fri,19:00:00,22:00:00,MP2P
7334,Mon-Fri,19:00:00,22:00:00,MP2P
7331,Mon-Fri,19:00:00,22:00:00,MP2P
7350,Mon-Fri,19:00:00,22:00:00,MP2P
7355,Sat-Sun,07:00:00,22:00:00,MP2P
7356,Sat-Sun,07:00:00,22:00:00,MP2P
7360,Sat-Sun,07:00:00,22:00:00,MP2P
7363,Mon-Fri,07:00:00,16:00:00,LZ30
7370,Mon-Fri,07:30:00,18:30:00,PP
7375,Sat,07:30:00,12:30:00,4P
7380,Sat-Sun,07:00:00,22:00:00,MP2P
7388,Mon-Fri,19:00:00,22:00:00,MP2P
7390,Mon-Fri,07:00:00,16:00:00,LZ30
7398,Mon-Fri,16:00:00,19:00:00,MP2P
7396,Mon-Fri,19:00:00,22:00:00,MP2P
7402,Mon-Fri,19:00:00,22:00:00,MP2P
7406,Mon-Fri,07:00:00,19:00:00,MP2P
7406,Mon-Fri,19:00:00,22:00:00,MP2P
7408,Mon-Fri,16:00:00,19:00:00,MP2P
7411,Mon-Fri,07:00:00,16:00:00,LZ30
7415,Mon-Fri,19:00:00,22:00:00,MP2P
7416,Sat-Sun,07:00:00,22:00:00,MP2P
7428,Mon-Fri,07:00:00,19:00:00,MP2P
7437,Mon-Fri,10:00:00,16:00:00,LZ30
7438,Mon-Fri,19:00:00,22:00:00,MP2P
7437,Sat-Sun,07:00:00,22:00:00,MP2P
7450,Mon-Fri,19:00:00,22:00:00,MP2P
7450,Sat-Sun,07:00:00,22:00:00,MP2P
7451,Mon-Fri,07:00:00,19:00:00,MP2P
7451,Sat-Sun,07:00:00,22:00:00,MP2P
7454,Mon-Fri,16:00:00,19:00:00,MP2P
7457,Mon-Fri,16:00:00,19:00:00,MP2P
7466,Sat-Sun,07:00:00,22:00:00,MP4P
7480,Mon-Fri,10:00:00,16:00:00,LZ30
7482,Mon-Fri,10:00:00,16:00:00,LZ30
7482,Mon-Fri,19:00:00,22:00:00,MP2P
7485,Mon-Fri,19:00:00,22:00:00,MP2P
7485,Sat-Sun,07:00:00,22:00:00,MP2P
7493,Mon-Fri,07:00:00,16:00:00,LZ30
7505,Mon-Fri,07:00:00,22:00:00,LZ30
7514,Sat-Sun,07:00:00,22:00:00,MP2P
7519,Sat-Sun,07:00:00,22:00:00,MP2P
7528,Mon-Fri,07:00:00,16:00:00,LZ30
7528,Mon-Fri,16:00:00,19:00:00,MP2P
7534,Mon-Fri,19:00:00,22:00:00,MP2P
7541,Mon-Fri,07:00:00,16:00:00,LZ30
7543,Sat-Sun,07:00:00,22:00:00,MP2P
7545,Sat-Sun,07:00:00,22:00:00,MP2P
7550,Mon-Fri,16:00:00,19:00:00,MP2P
7553,Mon-Fri,10:00:00,16:00:00,LZ30
7559,Mon-Fri,16:00:00,19:00:00,MP2P
7560,Sat-Sun,07:00:00,22:00:00,MP2P
7566,Mon-Fri,07:00:00,19:00:00,MP2P
7566,Sat-Sun,07:00:00,22:00:00,MP2P
7564,Mon-Fri,16:00:00,19:00:00,MP2P
7567,Mon-Fri,19:00:00,22:00:00,MP2P
7572,Sat-Sun,07:00:00,22:00:00,MP2P
7567,Sat-Sun,07:00:00,22:00:00,MP2P
7574,Sat-Sun,07:00:00,22:00:00,MP2P
7576,Sat-Sun,07:00:00,22:00:00,MP2P
7580,Mon-Fri,07:00:00,19:00:00,MP2P
7584,Mon-Fri,07:30:00,09:30:00,QP
7585,Mon-Sat,07:30:00,18:30:00,PP
7587,Mon-Sat,07:30:00,18:30:00,4P
7589,Sat,07:30:00,12:30:00,2P
7594,Sat-Sun,07:00:00,22:00:00,MP2P
7603,Mon-Fri,07:00:00,16:00:00,MP2P
7603,Mon-Fri,07:30:00,16:00:00,MP1P
7606,Sat-Sun,07:00:00,22:00:00,MP2P
7610,Mon-Fri,07:00:00,19:00:00,MP2P
7612,Mon-Fri,07:00:00,16:00:00,MP2P
7616,Sat,09:00:00,14:30:00,MP1P
7621,Mon-Fri,10:00:00,16:00:00,MP2P
7621,Mon-Fri,19:00:00,22:00:00,MP2P
7623,Mon-Fri,07:00:00,16:00:00,LZ30
7626,Mon-Fri,19:00:00,22:00:00,MP2P
7628,Mon-Fri,19:00:00,22:00:00,MP2P
7631,Mon-Fri,19:00:00,22:00:00,MP2P
7633,Mon-Fri,19:00:00,22:00:00,MP2P
7634,Mon-Fri,19:00:00,22:00:00,MP2P
7636,Mon-Fri,19:00:00,22:00:00,MP2P
7640,Sat-Sun,07:00:00,22:00:00,MP2P
7643,Mon-Fri,19:00:00,22:00:00,MP2P
7652,Mon-Fri,07:00:00,19:00:00,MP4P
7655,Mon-Fri,07:30:00,16:30:00,2P
7664,Mon-Fri,07:30:00,16:30:00,PP
7666,Mon-Fri,07:30:00,16:30:00,2P
7672,Sat-Sun,07:00:00,22:00:00,MP2P
7676,Mon-Fri,19:00:00,22:00:00,MP2P
7687,Mon-Fri,09:30:00,16:00:00,MP2P
7687,Sat-Sun,07:00:00,22:00:00,MP2P
7686,Sat-Sun,07:00:00,22:00:00,MP2P
7693,Sat-Sun,07:00:00,22:00:00,MP2P
7695,Mon-Fri,07:00:00,16:00:00,LZ30
7696,Mon-Fri,07:00:00,16:00:00,MP2P
7697,Mon-Fri,19:00:00,22:00:00,MP2P
7703,Mon-Fri,16:00:00,19:00:00,MP2P
7704,Mon-Fri,19:00:00,22:00:00,MP2P
7705,Mon-Fri,19:00:00,22:00:00,MP2P
7709,Sat,07:30:00,12:30:00,4P
7712,Mon-Sat,07:30:00,23:00:00,1P
7717,Mon-Fri,07:30:00,18:30:00,4P
7719,Mon-Fri,07:30:00,15:00:00,2P
7725,Sat,07:30:00,12:30:00,2P
7722,Sat,07:30:00,12:30:00,1P
7730,Sat,07:30:00,12:30:00,4P
7728,Sat,07:30:00,12:30:00,2P
7736,Sat,07:30:00,12:30:00,3P
7741,Sat,07:30:00,12:30:00,4P
7748,Mon-Fri,07:30:00,18:30:00,2P
7753,Sat,07:30:00,12:30:00,2P
7754,Mon-Fri,07:00:00,19:00:00,MP3P
7755,Mon-Fri,16:00:00,19:00:00,MP3P
7760,Sat-Sun,07:00:00,22:00:00,MP3P
7766,Mon-Fri,07:30:00,18:30:00,2P
7770,Mon-Fri,19:00:00,22:00:00,MP2P
7782,Mon-Fri,07:30:00,18:30:00,PP
7785,Mon-Fri,07:30:00,18:30:00,3P
7789,Sat,07:30:00,12:30:00,PP
7792,Mon-Fri,19:00:00,22:00:00,MP2P
7796,Sat,07:30:00,12:30:00,4P
7797,Mon-Fri,07:30:00,18:30:00,4P
7799,Sat,07:30:00,12:30:00,4P
7813,Mon-Fri,07:00:00,19:00:00,MP3P
7811,Sat-Sun,07:00:00,22:00:00,MP2P
7814,Mon-Fri,07:00:00,16:00:00,LZ30
7816,Mon-Fri,18:30:00,19:00:00,MP2P
7821,Mon-Fri,10:00:00,16:00:00,MP2P
7822,Mon-Fri,18:30:00,19:00:00,MP2P
7822,Mon-Fri,19:00:00,22:00:00,MP2P
7816,Sat-Sun,07:00:00,22:00:00,MP2P
7824,Mon-Fri,18:30:00,19:00:00,MP2P
7827,Mon-Fri,19:00:00,22:00:00,MP4P
7833,Mon-Fri,07:00:00,19:00:00,MP3P
7833,Sat-Sun,07:00:00,22:00:00,MP3P
7836,Mon-Fri,19:00:00,22:00:00,MP3P
7837,Mon-Fri,19:00:00,22:00:00,MP3P
7842,Mon-Fri,19:00:00,22:00:00,MP3P
7847,Mon-Fri,19:00:00,22:00:00,MP3P
7850,Sat-Sun,07:00:00,22:00:00,MP2P
7854,Mon-Fri,07:00:00,19:00:00,MP3P
7858,Mon-Fri,19:00:00,22:00:00,MP3P
7858,Sat-Sun,07:00:00,22:00:00,MP3P
7867,Mon-Fri,07:00:00,19:00:00,MP3P
7865,Mon-Fri,16:00:00,19:00:00,MP2P
7869,Sat-Sun,07:00:00,22:00:00,MP3P
7871,Sat-Sun,07:00:00,22:00:00,MP2P
7885,Mon-Fri,19:00:00,22:00:00,MP3P
7887,Mon-Fri,07:00:00,19:00:00,MP3P
7890,Sat-Sun,07:00:00,22:00:00,MP3P
7886,Mon-Fri,19:00:00,22:00:00,MP3P
7891,Mon-Fri,19:00:00,22:00:00,MP3P
7891,Sat-Sun,07:00:00,22:00:00,MP3P
7886,Sat-Sun,07:00:00,22:00:00,MP3P
7899,Mon-Fri,07:00:00,16:00:00,LZ30
7901,Mon-Fri,18:00:00,19:00:00,MP2P
7915,Mon-Fri,19:00:00,22:00:00,MP2P
7924,Mon-Fri,07:30:00,18:30:00,2P
7930,Mon-Sat,07:30:00,18:30:00,2P
7934,Mon-Sun,19:00:00,22:00:00,MP2P
7934,Sat-Sun,09:00:00,17:00:00,MP2P
7938,Mon-Fri,07:00:00,16:00:00,LZ30
7938,Mon-Fri,16:00:00,19:00:00,MP2P
7936,Sat,07:30:00,12:30:00,2P
7937,Mon-Fri,07:00:00,19:00:00,MP2P
7942,Mon-Fri,10:00:00,16:00:00,MP2P
7944,Mon-Fri,15:00:00,16:00:00,FP15
7948,Mon-Fri,07:00:00,16:00:00,LZ30
7949,Sat-Sun,07:00:00,22:00:00,MP2P
7954,Sat,07:30:00,12:30:00,4P
7955,Sat-Sun,07:00:00,22:00:00,MP3P
7960,Sat-Sun,07:00:00,22:00:00,MP3P
7961,Mon-Fri,07:30:00,18:30:00,4P
7965,Mon-Fri,07:30:00,18:30:00,4P
7978,Mon-Fri,19:00:00,22:00:00,MP3P
7979,Mon-Fri,07:00:00,19:00:00,MP3P
7983,Sat-Sun,07:00:00,22:00:00,MP3P
7984,Mon-Fri,07:00:00,16:00:00,LZ30
7984,Mon-Fri,16:00:00,19:00:00,MP3P
7007,Mon-Fri,07:30:00,18:30:00,2P
7009,Mon-Fri,07:30:00,18:30:00,1P
7010,Sat,07:30:00,12:30:00,2P
7014,Sat,07:30:00,12:30:00,1P
7031,Sat,07:30:00,12:30:00,2P
7047,Mon-Fri,07:30:00,18:30:00,2P
7056,Mon-Fri,07:30:00,18:30:00,1P
7077,Mon-Sat,07:30:00,18:30:00,4P
7079,Mon-Fri,07:30:00,18:30:00,4P
7081,Sat,07:30:00,12:30:00,2P
7095,Mon-Fri,07:30:00,18:30:00,1P
7100,Sat,07:30:00,12:30:00,2P
7114,Mon-Fri,09:30:00,18:30:00,4P
7124,Sat-Sun,07:00:00,22:00:00,MP2P
7136,Mon-Fri,09:30:00,16:00:00,MP2P
7156,Mon-Sat,07:30:00,18:30:00,2P
7159,Mon-Sat,07:30:00,18:30:00,2P
7189,Sat-Sun,07:00:00,22:00:00,MP2P
7206,Sun,07:30:00,18:30:00,FP2P
7213,Mon-Sat,07:30:00,18:30:00,2P
7216,Mon-Fri,18:00:00,19:00:00,MP2P
7218,Sat-Sun,07:00:00,22:00:00,MP2P
7229,Mon-Fri,16:00:00,18:30:00,QP
7330,Mon-Fri,10:00:00,15:00:00,3P
7335,Mon-Fri,19:00:00,22:00:00,MP2P
7344,Sat-Sun,07:00:00,22:00:00,MP2P
7349,Sat-Sun,07:00:00,22:00:00,MP2P
7358,Sat-Sun,07:00:00,22:00:00,MP2P
7365,Mon-Fri,19:00:00,22:00:00,MP2P
7371,Mon-Fri,07:30:00,18:30:00,3P
7368,Mon-Fri,19:00:00,22:00:00,MP2P
7459,Mon-Fri,16:00:00,19:00:00,MP2P
7462,Mon-Fri,19:00:00,22:00:00,MP2P
7468,Mon-Fri,09:00:00,16:30:00,PP
7480,Mon-Fri,19:00:00,22:00:00,MP2P
7486,Mon-Fri,19:00:00,22:00:00,MP2P
7487,Sat-Sun,07:00:00,22:00:00,MP2P
7496,Mon-Fri,19:00:00,22:00:00,MP2P
7499,Mon-Fri,16:00:00,19:00:00,MP2P
7522,Sat-Sun,07:00:00,22:00:00,MP2P
7523,Mon-Fri,16:00:00,20:30:00,MP2P
7537,Sat-Sun,07:00:00,22:00:00,MP2P
7539,Sat-Sun,07:00:00,22:00:00,MP2P
7541,Mon-Fri,19:00:00,22:00:00,MP2P
7547,Mon-Fri,19:00:00,22:00:00,MP2P
7548,Mon-Fri,18:00:00,19:00:00,MP2P
7551,Sat-Sun,07:00:00,22:00:00,MP2P
7552,Mon-Fri,07:00:00,16:00:00,LZ30
7556,Mon-Fri,07:00:00,19:00:00,MP2P
7552,Sat-Sun,07:00:00,22:00:00,MP2P
7557,Sat-Sun,07:00:00,22:00:00,MP2P
7559,Mon-Fri,19:00:00,22:00:00,MP2P
7558,Sat-Sun,07:00:00,22:00:00,MP2P
7560,Mon-Fri,19:00:00,22:00:00,MP2P
7561,Mon-Fri,09:00:00,16:00:00,MP2P
7571,Mon-Fri,19:00:00,22:00:00,MP2P
7573,Sat-Sun,07:00:00,22:00:00,MP2P
7574,Mon-Fri,19:00:00,22:00:00,MP2P
7577,Mon-Fri,07:00:00,16:00:00,MP2P
7580,Mon-Fri,19:00:00,22:00:00,MP2P
7580,Mon-Sat,07:30:00,20:30:00,MP4P
7584,Mon-Fri,07:30:00,09:30:00,5P
7586,Mon-Fri,07:30:00,18:30:00,2P
7590,Mon-Fri,16:00:00,19:00:00,MP2P
7591,Sat-Sun,07:00:00,22:00:00,MP2P
7594,Mon-Fri,19:00:00,22:00:00,MP2P
7596,Mon-Fri,19:00:00,22:00:00,MP2P
7603,Sat-Sun,07:00:00,22:00:00,MP2P
7604,Mon-Fri,19:00:00,22:00:00,MP2P
7605,Mon-Fri,19:00:00,22:00:00,MP2P
7611,Mon-Fri,07:00:00,16:00:00,LZ30
7615,Mon-Fri,07:00:00,16:00:00,LZ30
7615,Mon-Fri,16:00:00,19:00:00,MP2P
7624,Mon-Fri,19:00:00,22:00:00,MP2P
7625,Mon-Fri,19:00:00,22:00:00,MP2P
7627,Mon-Fri,19:00:00,22:00:00,MP2P
7629,Mon-Fri,07:00:00,16:00:00,LZ30
7629,Mon-Fri,19:00:00,22:00:00,MP2P
7630,Sat-Sun,07:00:00,22:00:00,MP2P
7632,Mon-Fri,07:00:00,19:00:00,MP2P
7632,Sat-Sun,07:00:00,22:00:00,MP2P
7636,Sat-Sun,07:00:00,22:00:00,MP2P
7641,Mon-Fri,07:00:00,19:00:00,MP2P
7645,Mon-Fri,07:00:00,19:00:00,MP2P
7687,Mon-Fri,09:30:00,16:30:00,MP2P
7693,Mon-Fri,07:00:00,16:00:00,LZ30
7760,Mon-Fri,16:00:00,19:00:00,MP3P
7765,Mon-Fri,07:00:00,19:00:00,MP2P
7767,Sat-Sun,07:00:00,22:00:00,MP2P
7774,Mon-Fri,19:00:00,22:00:00,MP2P
7796,Mon-Fri,07:30:00,18:30:00,4P
7816,Mon-Fri,10:00:00,15:30:00,LZ30
7823,Sat-Sun,07:00:00,22:00:00,MP2P
7824,Sat-Sun,07:00:00,22:00:00,MP2P
7833,Mon-Fri,19:00:00,22:00:00,MP3P
7838,Mon-Fri,19:00:00,22:00:00,MP2P
7845,Mon-Fri,19:00:00,22:00:00,MP3P
7846,Sat-Sun,07:00:00,22:00:00,MP3P
7847,Sat-Sun,07:00:00,22:00:00,MP3P
7832,Sat-Sun,07:00:00,22:00:00,MP3P
7852,Sat-Sun,07:00:00,22:00:00,MP3P
7863,Sat-Sun,07:00:00,22:00:00,MP3P
7866,Mon-Fri,19:00:00,22:00:00,MP2P
7871,Mon-Fri,07:00:00,19:00:00,MP2P
7872,Sat-Sun,07:00:00,22:00:00,MP2P
7865,Sat-Sun,07:00:00,22:00:00,MP2P
7879,Mon-Fri,07:30:00,18:30:00,4P
7887,Sat-Sun,07:00:00,22:00:00,MP3P
7906,Mon-Fri,19:00:00,22:00:00,MP3P
7907,Sat-Sun,07:00:00,22:00:00,MP3P
7913,Mon-Fri,07:30:00,18:30:00,4P
7917,Mon-Fri,07:00:00,16:00:00,LZ30
7921,Sat-Sun,07:00:00,22:00:00,MP2P
7925,Sat,07:30:00,12:30:00,4P
7933,Mon-Fri,16:00:00,19:00:00,MP2P
7943,Mon-Fri,10:00:00,16:00:00,MP2P
7949,Mon-Fri,07:00:00,16:00:00,LZ30
7954,Mon-Fri,07:30:00,18:30:00,4P
7957,Mon-Fri,16:00:00,19:00:00,MP3P
7964,Sat,07:30:00,12:30:00,PP
7979,Sat-Sun,07:00:00,22:00:00,MP3P
7980,Mon-Fri,07:00:00,16:00:00,LZ30
7989,Mon-Fri,19:00:00,22:00:00,MP3P
7992,Mon-Sat,07:30:00,18:30:00,4P
7015,Mon-Fri,07:30:00,18:30:00,3P
7023,Mon-Fri,07:30:00,18:30:00,2P
7027,Sat,07:30:00,12:30:00,4P
7068,Mon-Fri,07:30:00,18:30:00,1P
7084,Sat,07:30:00,12:30:00,2P
7086,Sat,07:30:00,12:30:00,1P
7131,Mon-Fri,18:30:00,19:00:00,MP2P
7132,Mon-Fri,19:00:00,22:00:00,MP2P
7135,Mon-Fri,19:00:00,22:00:00,MP2P
7162,Mon-Fri,09:30:00,16:30:00,LZ30
7167,Mon-Sat,07:30:00,18:30:00,2P
7190,Mon-Fri,07:00:00,16:00:00,LZ30
7253,Mon-Fri,07:30:00,18:30:00,2P
7256,Mon-Fri,07:30:00,18:30:00,4P
7284,Mon-Fri,07:30:00,18:30:00,2P
7285,Mon-Fri,07:30:00,18:30:00,2P
7287,Mon-Fri,07:30:00,18:30:00,PP
7297,Sat,07:30:00,12:30:00,2P
7317,Mon-Fri,19:00:00,22:00:00,MP4P
7320,Sat-Sun,07:00:00,22:00:00,MP2P
7332,Sat-Sun,07:00:00,22:00:00,MP2P
7348,Mon-Fri,07:30:00,23:00:00,2P
7358,Mon-Fri,07:00:00,19:00:00,MP2P
7359,Sat-Sun,07:00:00,22:00:00,MP2P
7362,Mon-Fri,16:00:00,19:00:00,MP2P
7376,Sat,07:30:00,12:30:00,4P
7388,Mon-Fri,07:00:00,19:00:00,MP2P
7398,Mon-Fri,07:00:00,16:00:00,LZ30
7399,Mon-Fri,10:00:00,16:00:00,MP2P
7412,Mon-Fri,19:00:00,22:00:00,MP2P
7412,Sat-Sun,07:00:00,22:00:00,MP2P
7445,Mon-Fri,07:00:00,10:00:00,FP15
7445,Mon-Fri,19:00:00,22:00:00,MP2P
7488,Sat-Sun,07:00:00,22:00:00,MP2P
7504,Sat-Sun,07:00:00,22:00:00,MP2P
7506,Mon-Fri,07:00:00,16:00:00,LZ30
7506,Mon-Fri,16:00:00,19:00:00,MP2P
7521,Mon-Fri,07:00:00,16:00:00,LZ30
7525,Sat-Sun,07:00:00,22:00:00,MP2P
7542,Sat-Sun,07:00:00,22:00:00,MP2P
7541,Sat-Sun,07:00:00,22:00:00,MP2P
7545,Mon-Fri,16:00:00,19:00:00,MP2P
7549,Sat-Sun,07:00:00,22:00:00,MP2P
7553,Mon-Fri,16:00:00,19:00:00,MP2P
7554,Mon-Fri,07:00:00,16:00:00,MP2P
7554,Mon-Fri,19:00:00,22:00:00,MP2P
7561,Mon-Fri,19:00:00,22:00:00,MP2P
7565,Mon-Fri,19:00:00,22:00:00,MP2P
7567,Mon-Sun,07:00:00,22:00:00,DP2P
7572,Mon-Fri,10:00:00,16:00:00,LZ30
7575,Mon-Fri,07:00:00,16:00:00,MP2P
7581,Mon-Fri,09:30:00,15:00:00,2P
7581,Sat,07:30:00,18:30:00,PP
7592,Mon-Fri,19:00:00,22:00:00,MP2P
7603,Sat,07:30:00,18:30:00,MP1P
7603,Sun,07:30:00,18:30:00,FP1P
7607,Mon-Fri,19:00:00,22:00:00,MP2P
7615,Mon-Fri,19:00:00,22:00:00,MP2P
7617,Mon-Sat,07:30:00,18:30:00,MP1P
7623,Mon-Fri,16:00:00,19:00:00,MP2P
7623,Mon-Fri,19:00:00,22:00:00,MP2P
7627,Sat-Sun,07:00:00,22:00:00,MP2P
7632,Mon-Fri,19:00:00,22:00:00,MP2P
7636,Mon-Fri,07:00:00,19:00:00,MP2P
7646,Mon-Fri,07:00:00,16:00:00,LZ30
7647,Mon-Fri,16:00:00,19:00:00,MP2P
7674,Mon-Fri,07:00:00,16:00:00,LZ30
7689,Sat-Sun,07:00:00,22:00:00,MP2P
7725,Mon-Fri,07:30:00,18:30:00,1P
7733,Mon-Fri,07:30:00,18:30:00,2P
7754,Sat-Sun,07:00:00,22:00:00,MP3P
7763,Mon-Fri,07:00:00,16:00:00,MP2P
7763,Mon-Fri,19:00:00,22:00:00,MP2P
7767,Mon-Fri,19:00:00,22:00:00,MP2P
7781,Sat,07:30:00,12:30:00,PP
7779,Mon-Fri,19:00:00,22:00:00,MP2P
7780,Mon-Fri,19:00:00,22:00:00,MP2P
7782,Sat,07:30:00,12:30:00,PP
7806,Mon-Fri,07:30:00,18:30:00,PP
7801,Sat-Sun,07:00:00,22:00:00,MP2P
7810,Mon-Fri,10:00:00,19:00:00,MP2P
7817,Sat-Sun,07:00:00,22:00:00,MP2P
7842,Sat-Sun,07:00:00,22:00:00,MP3P
7848,Mon-Fri,19:00:00,22:00:00,MP3P
7849,Mon-Fri,19:00:00,22:00:00,MP3P
7861,Mon-Fri,19:00:00,22:00:00,MP3P
7876,Sat-Sun,07:00:00,22:00:00,MP4P
7893,Sat-Sun,07:00:00,22:00:00,MP3P
7908,Mon-Fri,07:00:00,19:00:00,MP3P
7921,Mon-Fri,19:00:00,22:00:00,MP2P
7929,Sat-Sun,07:00:00,22:00:00,MP2P
7944,Mon-Fri,10:00:00,15:00:00,MP2P
7952,Mon-Fri,17:00:00,19:00:00,MP2P
7957,Mon-Fri,19:00:00,22:00:00,MP3P
7959,Mon-Fri,19:00:00,22:00:00,MP3P
7967,Mon-Fri,07:00:00,16:00:00,LZ30
7968,Mon-Fri,19:00:00,22:00:00,MP2P
7969,Mon-Fri,19:00:00,22:00:00,MP2P
7994,Mon-Fri,07:00:00,16:00:00,LZ30
7994,Mon-Fri,16:00:00,19:00:00,MP3P
7997,Mon-Fri,19:00:00,22:00:00,MP3P
7998,Mon-Fri,16:00:00,19:00:00,MP3P
